Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
Lenovo,Netbook,16.66,Full HD 2560x1440,Intel Core i5 3.64GHz,16GB,1TB HDD,Nvidia Quadro M500M,Linux,0.98kg,146571.31
Huawei,2 in 1 Convertible,15.52,Full HD 2880x1800,Intel Core i5 3.6GHz,4GB,512GB SSD,Nvidia GeForce 920M,Windows 10,2.11kg,59144.08
HP,Workstation,16.97,Full HD 1920x1080,AMD Ryzen 5 3.25GHz,16GB,1TB HDD,Nvidia GeForce 920,Android,2.89kg,123744.8
Microsoft,Notebook,16.22,Full HD 1366x768,AMD Ryzen 7 3.02GHz,32GB,1TB HDD,Nvidia Quadro M2200M,macOS,2.66kg,224041.28
Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.9kg,53733.9456
Google,Gaming,11.32,Full HD 1366x768,Intel Core i3 3.22GHz,4GB,256GB SSD,AMD Radeon R2,Android,2.95kg,231347.44
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6kg,67772.16
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon 520,Windows 10,2.1kg,24988.32
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,167691.8736
HP,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8GB,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14kg,99153.5472
Fujitsu,Notebook,12.85,Full HD 2560x1440,Intel Core i3 1.6GHz,32GB,512GB SSD + 1TB HDD,AMD Radeon R7 M440,Windows 7,1.91kg,61402.69
Toshiba,Workstation,12.42,Full HD 3840x2160,Intel Core i7 2.35GHz,32GB,1TB SSD,Intel Graphics 620,macOS,2.65kg,188472.93
Dell,Netbook,17.36,Full HD 1366x768,AMD Ryzen 5 1.93GHz,16GB,1TB SSD,Nvidia GeForce GTX 960<U+039C>,Windows 10 S,3.58kg,194096.31
Fujitsu,Workstation,17.12,Full HD 2880x1800,AMD Ryzen 5 2.24GHz,32GB,512GB SSD,Intel HD Graphics 540,Windows 10,2.57kg,79703.38
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg,111834.72
MSI,Workstation,12.25,Full HD 2560x1440,AMD Ryzen 5 3.28GHz,32GB,1TB HDD,Nvidia GeForce GTX 950M,Linux,1.38kg,93943.6
Lenovo,Notebook,16.25,Full HD 1366x768,AMD Ryzen 7 2.75GHz,16GB,512GB SSD + 1TB HDD,AMD FirePro W6150M,Windows 10,3.28kg,73170.5
Chuwi,Ultrabook,14.41,Full HD 3840x2160,AMD Ryzen 5 4.28GHz,32GB,512GB SSD + 1TB HDD,AMD Radeon R7 M445,No OS,3.12kg,203523.23
Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,62176.1616
Huawei,2 in 1 Convertible,11.02,Full HD 2880x1800,Intel Core i3 3.63GHz,16GB,256GB SSD,Intel HD Graphics 505,No OS,2.62kg,38376.82
Acer,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.2kg,61218.72
Chuwi,2 in 1 Convertible,14.03,Full HD 2880x1800,Intel Core i7 3.33GHz,16GB,512GB SSD,Nvidia GeForce GT 940MX,Windows 7,2.39kg,139864.9
Acer,Netbook,13.69,Full HD 1366x768,AMD Ryzen 5 1.74GHz,4GB,1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.15kg,91501.99
Razer,Workstation,16.51,Full HD 3840x2160,Intel Core i7 2.94GHz,32GB,1TB SSD,Intel HD Graphics 530,macOS,2.51kg,198972.54
Acer,Gaming,14.73,Full HD 1920x1080,Intel Core i3 2.15GHz,32GB,1TB HDD,Nvidia Quadro M2200,Windows 7,3.39kg,249481.31
Chuwi,2 in 1 Convertible,16.23,Full HD 3840x2160,AMD Ryzen 7 3.96GHz,8GB,256GB SSD,Intel HD Graphics 5300,Windows 10,3.35kg,240837.84
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2kg,93186.72
Xiaomi,Netbook,12,Full HD 1366x768,Intel Core i3 3.52GHz,16GB,512GB SSD,Intel HD Graphics 530,Linux,2.35kg,40242.17
Acer,Netbook,16.04,Full HD 1920x1080,AMD Ryzen 7 4.38GHz,16GB,512GB SSD,Nvidia GeForce GTX 1070M,Windows 10 S,0.95kg,161880.5
Razer,Workstation,11.58,Full HD 3840x2160,Intel Core i3 2.59GHz,4GB,1TB SSD,AMD Radeon 530,Windows 10,1.31kg,89296.79
HP,Netbook,14.37,Full HD 2880x1800,AMD Ryzen 5 3.39GHz,16GB,512GB SSD + 1TB HDD,Intel Graphics 620,Linux,3.7kg,248432.06
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2GB,16GB SSD,Intel HD Graphics,Chrome OS,2.19kg,10602.72
Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,95850.72
Microsoft,Gaming,12.36,Full HD 1366x768,Intel Core i5 3.94GHz,8GB,1TB SSD,AMD Radeon R4,Linux,1.67kg,156061.06
MSI,Workstation,12.75,Full HD 3840x2160,Intel Core i3 3.18GHz,16GB,512GB SSD + 1TB HDD,Nvidia GeForce 920MX,No OS,3.15kg,162304.78
Samsung,Ultrabook,16.99,Full HD 1366x768,AMD Ryzen 5 2.61GHz,4GB,512GB SSD,Intel HD Graphics,Android,2.05kg,171682.2
Asus,Netbook,11.3,Full HD 2560x1440,Intel Core i5 2.5GHz,16GB,256GB SSD,AMD FirePro W4190M ,Windows 10 S,1.76kg,72441.59
HP,Notebook,17.1,Full HD 2880x1800,AMD Ryzen 5 4.26GHz,16GB,1TB SSD,AMD Radeon R2 Graphics,Windows 10 S,3.75kg,132049.22
Acer,2 in 1 Convertible,14.46,Full HD 2880x1800,Intel Core i3 3.81GHz,4GB,1TB HDD,AMD Radeon Pro 555,Linux,1.16kg,136265.4
Google,Notebook,11.41,Full HD 2880x1800,AMD Ryzen 7 4.02GHz,8GB,1TB HDD,Intel HD Graphics 5300,macOS,1.54kg,129173.36
Apple,Workstation,12.43,Full HD 1366x768,Intel Core i5 2.77GHz,4GB,1TB HDD,Nvidia GeForce 920M,Mac OS X,1.61kg,217244.97
Xiaomi,Workstation,16.73,Full HD 1920x1080,Intel Core i7 2.08GHz,4GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,1.78kg,61365.25
Microsoft,Notebook,17.72,Full HD 1920x1080,Intel Core i7 4.45GHz,32GB,256GB SSD,AMD Radeon RX 550,Windows 7,3.41kg,206147.34
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,50349.6
Apple,2 in 1 Convertible,11.04,Full HD 1366x768,AMD Ryzen 7 3.58GHz,16GB,1TB HDD,AMD Radeon R2,macOS,1.66kg,137638.12
Google,2 in 1 Convertible,12.59,Full HD 1366x768,AMD Ryzen 7 4.14GHz,8GB,1TB HDD,AMD Radeon RX 560,Linux,0.96kg,122286.05
Huawei,Workstation,15.27,Full HD 1920x1080,AMD Ryzen 7 1.82GHz,16GB,512GB SSD,Intel HD Graphics 505,Windows 10,3.13kg,35184.48
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2kg,15339.312
Lenovo,Workstation,12.14,Full HD 3840x2160,Intel Core i3 3.98GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050Ti,Windows 10 S,1.92kg,148236.94
Huawei,2 in 1 Convertible,11.79,Full HD 2560x1440,Intel Core i5 4.16GHz,4GB,512GB SSD,AMD Radeon R4,Linux,2.93kg,169878.89
Xiaomi,Netbook,13.77,Full HD 2560x1440,Intel Core i5 2.36GHz,4GB,256GB SSD,Nvidia GeForce GTX1080,Windows 10,2.09kg,138510.33
Huawei,Gaming,13.69,Full HD 2880x1800,Intel Core i5 3.81GHz,8GB,1TB HDD,Intel HD Graphics 620 ,Windows 10 S,1.59kg,111690.99
Acer,2 in 1 Convertible,16.88,Full HD 2880x1800,Intel Core i3 3.95GHz,8GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Mac OS X,3.11kg,41957.43
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg,53812.8
Samsung,Workstation,15.57,Full HD 2560x1440,AMD Ryzen 7 2.18GHz,16GB,512GB SSD,Intel UHD Graphics 620,Android,2.44kg,91284.22
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,No OS,2.4kg,41505.12
Asus,Notebook,12.9,Full HD 1366x768,AMD Ryzen 5 4.15GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics 500,Linux,3.43kg,84026.6
Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.3kg,31861.44
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,AMD Radeon R5 M420,Linux,2.18kg,30316.32
MSI,Ultrabook,17.35,Full HD 1366x768,AMD Ryzen 5 3.53GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,Windows 10 S,2.23kg,116408.66
Google,2 in 1 Convertible,16.49,Full HD 2880x1800,Intel Core i5 2.97GHz,16GB,512GB SSD + 1TB HDD,AMD FirePro W6150M,Windows 10,2.17kg,52973.94
Asus,Gaming,17.84,Full HD 3840x2160,AMD Ryzen 7 2.95GHz,8GB,512GB SSD + 1TB HDD,Nvidia GeForce 940M,Mac OS X,3.52kg,29696.7
Mediacom,Netbook,15.39,Full HD 3840x2160,Intel Core i5 2.06GHz,8GB,1TB HDD,AMD Radeon R7 M365X,Linux,3.15kg,125853.07
Samsung,Gaming,13.15,Full HD 1920x1080,Intel Core i7 2.46GHz,32GB,256GB SSD,Nvidia GeForce 920MX ,Android,1.06kg,158004.45
Apple,Notebook,17.96,Full HD 2560x1440,Intel Core i5 2.3GHz,4GB,256GB SSD,AMD Radeon R5 M330,No OS,2.93kg,247001.87
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6kg,71874.72
HP,Workstation,16.57,Full HD 2880x1800,Intel Core i3 1.52GHz,4GB,512GB SSD,Intel HD Graphics 400,Windows 10 S,1.65kg,168339.51
Lenovo,Notebook,14,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.1kg,139593.6
MSI,Ultrabook,14.97,Full HD 1920x1080,AMD Ryzen 7 4.13GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 980M,Android,2.03kg,174260.76
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,43636.32
Razer,Notebook,13.46,Full HD 2560x1440,Intel Core i5 2.89GHz,8GB,1TB SSD,Intel HD Graphics 620,Mac OS X,1.61kg,27039.09
HP,Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8GB,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04kg,33513.12
Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.25kg,18594.72
Razer,Gaming,14.26,Full HD 1366x768,AMD Ryzen 5 3.4GHz,32GB,256GB SSD,Nvidia GeForce GTX 970M,Windows 7,3.3kg,225054.04
Xiaomi,2 in 1 Convertible,16.62,Full HD 1920x1080,Intel Core i5 1.83GHz,32GB,256GB SSD,AMD FirePro W5130M,Windows 10,2.75kg,107574.17
Samsung,Ultrabook,16.45,Full HD 1920x1080,Intel Core i7 3.09GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce 940MX,Linux,1.11kg,104537.8
Mediacom,Notebook,14,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,32GB SSD,Intel HD Graphics,Windows 10,1.4kg,13266.72
Acer,2 in 1 Convertible,14.6,Full HD 2560x1440,AMD Ryzen 7 2.67GHz,8GB,512GB SSD,AMD Radeon Pro 560,Chrome OS,2.48kg,139490.96
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M420X,Linux,2.18kg,24279.696
Apple,Netbook,12.17,Full HD 1366x768,Intel Core i3 3.81GHz,32GB,512GB SSD,Nvidia GeForce MX130,Linux,3.43kg,180586.43
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.591kg,48431.52
Dell,2 in 1 Convertible,17.97,Full HD 3840x2160,Intel Core i7 4.24GHz,8GB,1TB HDD,Nvidia Quadro 3000M,Windows 7,3.17kg,35004.82
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23kg,32820.48
Mediacom,Netbook,15.08,Full HD 2880x1800,AMD Ryzen 5 2.35GHz,32GB,512GB SSD,Intel HD Graphics 620 ,Windows 7,3.31kg,186734.92
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.4kg,65481.12
Fujitsu,2 in 1 Convertible,14.44,Full HD 1920x1080,AMD Ryzen 5 4.09GHz,8GB,512GB SSD + 1TB HDD,Nvidia Quadro M500M,Chrome OS,2.49kg,46419.57
Lenovo,Netbook,13.68,Full HD 2560x1440,AMD Ryzen 5 2.9GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon R5 M315,Windows 7,3.19kg,129768.92
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.2kg,31381.92
Lenovo,2 in 1 Convertible,15.02,Full HD 1920x1080,Intel Core i7 3.33GHz,32GB,1TB SSD,Nvidia Quadro M2000M,Windows 10,2.64kg,241561.8
Samsung,Workstation,14.61,Full HD 1366x768,Intel Core i3 3.72GHz,8GB,512GB SSD,AMD Radeon R5 M420X,macOS,1.66kg,105471.72
Chuwi,Notebook,15.68,Full HD 2560x1440,Intel Core i5 4.43GHz,4GB,1TB SSD,Nvidia GeForce GTX 940M,No OS,1.8kg,77681.24
Samsung,Netbook,11.85,Full HD 1920x1080,AMD Ryzen 5 3.92GHz,16GB,1TB HDD,AMD R17M-M1-70,Windows 10 S,2.46kg,82887.3
LG,Netbook,12.5,Full HD 2880x1800,Intel Core i3 2.93GHz,32GB,1TB SSD,AMD Radeon R7 Graphics,Windows 10 S,2.38kg,208084.37
Dell,Workstation,14.38,Full HD 3840x2160,Intel Core i7 3.83GHz,4GB,256GB SSD,Nvidia Quadro M1200,Windows 10 S,2.84kg,69290.35
Google,Ultrabook,13.69,Full HD 3840x2160,Intel Core i3 3.31GHz,8GB,512GB SSD,Intel HD Graphics 405,macOS,2.47kg,145666.57
Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,33992.64
MSI,Netbook,11.02,Full HD 2560x1440,Intel Core i5 2.69GHz,16GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 960,Android,2.53kg,174624.38
Samsung,Gaming,11.13,Full HD 1920x1080,AMD Ryzen 5 3.04GHz,8GB,1TB SSD,Intel HD Graphics 505,Windows 10 S,1.81kg,38893.19
Samsung,Ultrabook,17.69,Full HD 3840x2160,AMD Ryzen 7 2.61GHz,32GB,512GB SSD + 1TB HDD,AMD Radeon R2 Graphics,Mac OS X,2.41kg,207912.64
Acer,2 in 1 Convertible,17.51,Full HD 3840x2160,Intel Core i7 2.63GHz,32GB,1TB HDD,Nvidia Quadro M2200,Mac OS X,3.66kg,162186.5
Vero,Notebook,14.29,Full HD 1920x1080,AMD Ryzen 7 1.95GHz,16GB,512GB SSD + 1TB HDD,Nvidia GeForce 920M,Linux,3.45kg,33936.42
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,2.65kg,63669.6
Apple,Workstation,16.67,Full HD 2880x1800,Intel Core i5 2.4GHz,16GB,512GB SSD,AMD Radeon R5 520,No OS,2.69kg,115807.9
Apple,Gaming,15.72,Full HD 2880x1800,Intel Core i7 2.08GHz,8GB,1TB HDD,Intel Iris Plus Graphics 640,macOS,0.96kg,100660.52
Vero,2 in 1 Convertible,11.77,Full HD 1366x768,AMD Ryzen 5 2.69GHz,16GB,512GB SSD + 1TB HDD,ARM Mali T860 MP4,Windows 10,2.89kg,33991.91
Xiaomi,Workstation,11.1,Full HD 1920x1080,Intel Core i3 4.07GHz,32GB,512GB SSD + 1TB HDD,Nvidia Quadro M2200M,Chrome OS,0.94kg,150787.37
Xiaomi,Netbook,16,Full HD 2560x1440,Intel Core i5 1.53GHz,32GB,512GB SSD + 1TB HDD,Nvidia Quadro M1000M,Windows 10 S,1.6kg,88127.86
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,69210.72
Xiaomi,Netbook,12.83,Full HD 1366x768,AMD Ryzen 7 2.48GHz,32GB,256GB SSD,Intel HD Graphics 540,No OS,0.97kg,173891.01
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.78kg,133146.72
Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.28kg,49816.8
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,53226.72
Asus,Workstation,15.72,Full HD 1366x768,Intel Core i3 1.99GHz,4GB,1TB HDD,Nvidia GeForce GTX 965M,Chrome OS,2.42kg,217592.35
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,23922.72
Huawei,Ultrabook,17.24,Full HD 1920x1080,Intel Core i7 4.45GHz,4GB,1TB SSD,AMD Radeon R5 M330,Windows 10,1.61kg,198503.38
Fujitsu,Notebook,11.02,Full HD 2560x1440,Intel Core i7 2.2GHz,16GB,1TB HDD,AMD Radeon RX 540,Windows 10 S,2.39kg,141341.78
Dell,Workstation,11.83,Full HD 2880x1800,AMD Ryzen 5 4.47GHz,4GB,1TB SSD,AMD Radeon R7 Graphics,Chrome OS,3.55kg,64675.04
LG,Notebook,15.63,Full HD 2560x1440,Intel Core i3 2.23GHz,4GB,256GB SSD,AMD Radeon Pro 555,Android,2.69kg,249748.99
LG,Netbook,17.14,Full HD 1366x768,Intel Core i7 3.4GHz,32GB,1TB SSD,Nvidia GeForce GTX 980M,Windows 10 S,1.89kg,220154.23
Fujitsu,Notebook,14.81,Full HD 1366x768,AMD Ryzen 5 3.56GHz,32GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 960,Android,3.25kg,67592.48
Microsoft,Notebook,17.08,Full HD 3840x2160,AMD Ryzen 7 1.67GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX1050 Ti,Windows 7,3.79kg,227882.95
Fujitsu,Netbook,17.51,Full HD 1366x768,Intel Core i5 3.4GHz,16GB,256GB SSD,Intel HD Graphics 6000,Windows 10 S,3.46kg,195511.85
Mediacom,Notebook,15.46,Full HD 3840x2160,Intel Core i7 4.42GHz,8GB,512GB SSD,Nvidia Quadro M2000M,Windows 10,3.33kg,159856.18
Vero,Gaming,15.34,Full HD 3840x2160,AMD Ryzen 7 4.15GHz,32GB,1TB HDD,Nvidia GTX 980 SLI,Linux,1.31kg,66086.09
Google,Gaming,15.74,Full HD 2880x1800,AMD Ryzen 5 3.16GHz,32GB,512GB SSD + 1TB HDD,Nvidia Quadro M2200M,No OS,3.43kg,60063.28
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,500GB HDD,AMD Radeon R5,Windows 10,2.1kg,21312
MSI,Notebook,17.41,Full HD 1920x1080,Intel Core i5 3.0GHz,32GB,512GB SSD,Intel Iris Plus Graphics 640,Mac OS X,1.16kg,81050.92
Toshiba,Netbook,17.76,Full HD 1366x768,AMD Ryzen 7 3.45GHz,4GB,256GB SSD,Intel Iris Graphics 540,Windows 10 S,3.52kg,194846.91
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,22857.12
Apple,Ultrabook,15.48,Full HD 2560x1440,Intel Core i5 2.98GHz,32GB,1TB SSD,Nvidia GeForce 920MX,Linux,2.34kg,193079.85
Dell,Notebook,13.22,Full HD 2560x1440,Intel Core i7 3.65GHz,32GB,256GB SSD,Nvidia Quadro M2000M,Windows 10,3.12kg,245447.33
Acer,Ultrabook,14.42,Full HD 1920x1080,AMD Ryzen 5 2.21GHz,32GB,256GB SSD,AMD Radeon R7 M460,Mac OS X,3.67kg,139406.14
Vero,Notebook,16.91,Full HD 1366x768,AMD Ryzen 5 2.49GHz,8GB,256GB SSD,AMD Radeon Pro 455,Linux,2.86kg,77845.66
Fujitsu,Ultrabook,14.38,Full HD 2560x1440,Intel Core i3 2.8GHz,4GB,256GB SSD,Nvidia Quadro M500M,Windows 10,2.42kg,232022.72
HP,Gaming,14.38,Full HD 1920x1080,Intel Core i7 2.55GHz,32GB,512GB SSD,Nvidia GeForce 920,Windows 10 S,1.44kg,245257.77
HP,Gaming,16.19,Full HD 1920x1080,Intel Core i7 2.88GHz,4GB,512GB SSD,AMD Radeon R5 M315,macOS,2.58kg,122271.59
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 M430,Windows 10,2.2kg,26581.392
Google,Workstation,15.5,Full HD 1366x768,Intel Core i7 2.07GHz,4GB,1TB SSD,Nvidia Quadro M2200,Chrome OS,1.23kg,244215.99
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,No OS,1.86kg,15930.72
Samsung,Ultrabook,15.48,Full HD 1920x1080,Intel Core i5 2.14GHz,8GB,1TB SSD,Nvidia GeForce 940M,Windows 10,1.83kg,91704.89
Huawei,2 in 1 Convertible,13.73,Full HD 2880x1800,Intel Core i7 2.9GHz,4GB,512GB SSD,Nvidia GeForce GTX 1050Ti,Windows 10,3.78kg,162824.58
Acer,Notebook,17.25,Full HD 3840x2160,Intel Core i5 3.37GHz,4GB,1TB SSD,AMD Radeon R7 M365X,Mac OS X,1.18kg,46354.63
LG,2 in 1 Convertible,12.45,Full HD 2880x1800,AMD Ryzen 5 2.09GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon R7,Linux,1.34kg,228837.75
Google,Netbook,15.72,Full HD 1366x768,AMD Ryzen 7 2.8GHz,4GB,1TB HDD,Intel Iris Pro Graphics,Linux,3.44kg,162544.95
Samsung,Gaming,15.77,Full HD 1366x768,Intel Core i3 3.05GHz,16GB,1TB SSD,Nvidia GeForce GTX1050 Ti,Mac OS X,1.44kg,200368.35
Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2kg,61751.52
Google,2 in 1 Convertible,12.82,Full HD 1366x768,Intel Core i7 3.73GHz,32GB,256GB SSD,Nvidia Quadro M1200,No OS,1.63kg,114170.27
Apple,Notebook,17.56,Full HD 1920x1080,Intel Core i7 3.79GHz,16GB,1TB SSD,Intel HD Graphics 400,macOS,2.53kg,97102.13
Microsoft,Netbook,16.51,Full HD 2560x1440,Intel Core i5 3.6GHz,4GB,512GB SSD,Nvidia GeForce GTX 950M,Chrome OS,1.9kg,156284.17
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,1TB HDD,Intel HD Graphics 500,Linux,2.1kg,14492.16
LG,Ultrabook,15.54,Full HD 1920x1080,AMD Ryzen 7 4.0GHz,4GB,512GB SSD + 1TB HDD,Nvidia Quadro M3000M,Linux,3.7kg,231013.28
Acer,Netbook,14.2,Full HD 3840x2160,Intel Core i7 3.99GHz,16GB,1TB SSD,AMD Radeon 540,Chrome OS,2.1kg,178330.29
Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,8GB,256GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88kg,69157.44
Mediacom,Notebook,11.23,Full HD 1920x1080,AMD Ryzen 5 3.16GHz,8GB,256GB SSD,Nvidia GeForce GTX 1070,Windows 10,1.13kg,18619.59
Lenovo,Gaming,16.08,Full HD 2880x1800,AMD Ryzen 7 4.5GHz,8GB,1TB SSD,Nvidia GeForce GT 940MX,Chrome OS,3.03kg,34955.01
LG,2 in 1 Convertible,14.29,Full HD 2880x1800,Intel Core i3 4.31GHz,32GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 980 ,Windows 10 S,3.07kg,191106.79
MSI,2 in 1 Convertible,15.94,Full HD 1920x1080,AMD Ryzen 5 3.75GHz,4GB,1TB SSD,Nvidia GeForce MX150,Mac OS X,1.85kg,84840.53
Vero,2 in 1 Convertible,12.63,Full HD 1920x1080,AMD Ryzen 5 4.2GHz,32GB,512GB SSD,Intel Iris Pro Graphics,Windows 7,2.32kg,145342.43
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,32979.7872
Apple,Netbook,14.52,Full HD 1920x1080,Intel Core i5 2.49GHz,16GB,512GB SSD,AMD Radeon Pro 560,Windows 7,2.24kg,70902.4
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,58554.72
